Survived,Pclass,Sex,SibSp,Parch,Fare,Embarked,Age Class,Title,Is Alone,Total Peers
0,3,male,0,0,8.05,S,middle adult,Mr,True,0
1,3,male,1,1,15.9,S,children,Master,False,2
0,3,male,1,0,19.9667,S,retirement,Mr,False,1
0,3,male,0,0,7.25,S,teenager,Mr,True,0
0,1,male,0,0,30.5,S,retirement,Mr,True,0
0,1,male,0,0,49.5042,C,retirement,Mr,True,0
0,3,male,0,0,8.05,S,teenager,Mr,True,0
0,3,male,0,0,14.4583,C,retirement,Mr,True,0
1,1,female,1,0,78.2667,C,retirement,Miss,False,1
0,3,male,0,0,15.1,S,retirement,Mr,True,0
0,1,female,1,2,151.55,S,young adult,Mrs,False,3
0,3,male,0,0,7.7958,S,young adult,Mr,True,0
0,3,male,0,0,8.6625,S,children,Mr,True,0
0,3,female,0,0,7.75,Q,teenager,Miss,True,0
0,3,female,0,0,7.6292,Q,retirement,Miss,True,0
0,3,female,0,0,9.5875,S,old adult,Miss,True,0
1,1,female,0,0,86.5,S,children,Miss,True,0
0,1,male,1,0,108.9,C,teenager,Mr,False,1
1,2,female,0,2,26.0,S,old adult,Mrs,False,2
1,1,male,0,0,26.55,S,retirement,Mr,True,0
0,3,male,0,0,22.525,S,middle adult,Mr,True,0
1,3,male,0,0,56.4958,S,young adult,Mr,True,0
1,3,male,0,0,7.75,Q,middle adult,Mr,True,0
0,3,male,0,0,8.05,S,retirement,Mr,True,0
1,1,male,0,0,26.2875,S,old adult,Mr,True,0
1,1,female,1,0,59.4,C,retirement,Mrs,False,1
0,3,male,0,0,7.4958,S,young adult,Mr,True,0
0,1,male,0,0,34.0208,S,old adult,Mr,True,0
1,2,female,0,0,10.5,S,old adult,Mrs,True,0
0,3,male,0,0,24.15,Q,retirement,Mr,True,0
1,2,female,1,0,26.0,S,old adult,Mrs,False,1
0,3,male,0,0,7.8958,S,old adult,Mr,True,0
1,1,female,0,0,93.5,S,middle adult,Miss,True,0
0,3,male,0,0,7.8958,S,young adult,Mr,True,0
0,3,male,0,0,7.225,C,retirement,Mr,True,0
1,1,female,0,1,57.9792,C,old adult,Mrs,False,1
0,3,male,0,0,7.2292,C,retirement,Mr,True,0
0,3,male,0,0,7.75,Q,old adult,Mr,True,0
1,2,female,0,0,10.5,S,retirement,Miss,True,0
0,1,male,0,0,221.7792,S,retirement,Mr,True,0
0,3,male,0,0,7.925,S,old adult,Mr,True,0
0,2,male,2,1,11.5,S,young adult,Mr,False,3
1,2,female,1,1,26.0,S,retirement,Miss,False,2
0,3,male,0,0,7.2292,C,retirement,Mr,True,0
0,3,male,1,1,7.2292,C,children,Mr,False,2
1,3,female,0,2,22.3583,C,retirement,Mrs,False,2
0,3,female,0,0,8.6625,S,middle adult,Miss,True,0
1,2,female,0,2,26.25,S,children,Miss,False,2
0,1,male,0,0,26.55,S,old adult,Other,True,0
1,1,female,0,0,106.425,C,middle adult,Miss,True,0
0,3,male,0,0,14.5,S,retirement,Mr,True,0
1,1,female,0,2,49.5,C,young adult,Miss,False,2
1,1,female,0,2,71.0,S,old adult,Miss,False,2
0,3,female,4,2,31.275,S,children,Miss,False,6
0,3,female,4,2,31.275,S,children,Miss,False,6
1,2,male,1,0,26.0,S,old adult,Mr,False,1
0,1,male,1,0,106.425,C,retirement,Mr,False,1
0,1,male,0,0,26.0,S,retirement,Mr,True,0
1,2,female,1,0,26.0,S,teenager,Mrs,False,1
1,2,male,0,0,13.8625,C,retirement,Mr,True,0
0,3,male,1,1,20.525,S,old adult,Mr,False,2
1,2,male,1,1,36.75,S,children,Master,False,2
1,1,male,0,2,110.8833,C,children,Mr,False,2
0,2,male,0,0,26.0,S,middle adult,Mr,True,0
0,3,male,0,0,7.8292,Q,retirement,Mr,True,0
1,3,male,0,0,7.225,C,young adult,Mr,True,0
1,3,female,0,0,7.775,S,young adult,Miss,True,0
0,1,male,0,0,26.55,S,retirement,Mr,True,0
1,1,female,1,0,39.6,C,retirement,Other,False,1
0,1,male,0,0,227.525,C,retirement,Mr,True,0
1,1,female,1,1,79.65,S,old adult,Mrs,False,2
1,3,female,1,0,17.4,S,old adult,Mrs,False,1
0,3,male,0,0,7.75,Q,retirement,Mr,True,0
0,3,male,0,0,7.8958,S,old adult,Mr,True,0
0,2,male,0,0,13.5,S,middle adult,Mr,True,0
0,3,male,0,0,8.05,S,retirement,Mr,True,0
0,3,female,0,0,8.05,S,retirement,Miss,True,0
0,3,male,2,0,24.15,S,young adult,Mr,False,2
0,3,male,0,0,7.8958,S,teenager,Mr,True,0
0,3,female,0,4,21.075,S,middle adult,Mrs,False,4
0,3,male,0,0,7.2292,C,retirement,Mr,True,0
1,3,male,0,0,7.8542,S,old adult,Mr,True,0
1,2,male,0,0,10.5,S,retirement,Mr,True,0
1,1,female,2,0,51.4792,S,retirement,Mrs,False,2
1,1,male,0,0,26.3875,S,old adult,Mr,True,0
1,3,female,0,0,7.75,Q,retirement,Miss,True,0
0,3,male,0,0,8.05,S,children,Mr,True,0
0,3,male,0,0,14.5,S,teenager,Mr,True,0
1,2,female,0,0,13.0,S,old adult,Miss,True,0
1,1,female,1,0,55.9,S,old adult,Mrs,False,1
0,3,female,1,0,14.4583,C,retirement,Mrs,False,1
1,3,male,0,0,7.925,S,old adult,Mr,True,0
1,2,female,1,1,30.0,S,young adult,Miss,False,2
1,1,female,1,1,110.8833,C,old adult,Mrs,False,2
0,2,male,0,0,26.0,S,retirement,Mr,True,0
0,1,male,0,0,40.125,C,old adult,Mr,True,0
0,3,male,0,0,8.7125,C,retirement,Mr,True,0
1,1,female,0,2,79.65,S,teenager,Miss,False,2
0,2,male,0,0,15.0,S,old adult,Mr,True,0
1,1,male,1,1,79.2,C,retirement,Mr,False,2
0,3,male,0,0,8.05,S,young adult,Mr,True,0
0,3,male,0,0,8.05,S,retirement,Mr,True,0
0,3,male,0,0,7.125,S,old adult,Mr,True,0
1,1,female,1,0,78.2667,C,retirement,Mrs,False,1
0,3,male,0,0,7.25,S,old adult,Mr,True,0
0,3,female,0,2,7.75,Q,retirement,Miss,False,2
0,2,male,1,0,26.0,S,old adult,Mr,False,1
0,3,male,1,1,24.15,S,old adult,Mr,False,2
1,2,female,0,0,33.0,S,retirement,Miss,True,0
0,3,male,0,0,0.0,S,retirement,Mr,True,0
0,3,male,0,0,7.225,C,retirement,Mr,True,0
1,1,male,1,0,56.9292,C,retirement,Other,False,1
1,2,female,2,1,27.0,S,young adult,Mrs,False,3
0,3,male,0,0,7.8958,S,retirement,Mr,True,0
0,1,male,0,0,42.4,S,retirement,Mr,True,0
0,3,male,0,0,8.05,S,old adult,Mr,True,0
1,1,male,0,0,26.55,C,old adult,Mr,True,0
0,3,male,1,0,15.55,S,old adult,Mr,False,1
0,3,male,0,0,7.8958,S,middle adult,Mr,True,0
1,1,male,0,0,30.5,S,middle adult,Mr,True,0
1,2,female,1,2,41.5792,C,young adult,Mrs,False,3
1,1,female,0,0,153.4625,S,old adult,Miss,True,0
0,3,female,1,5,31.275,S,old adult,Mrs,False,6
0,3,male,0,0,7.05,S,retirement,Mr,True,0
1,3,female,1,0,15.5,Q,retirement,Miss,False,1
0,3,male,0,0,7.75,Q,retirement,Mr,True,0
0,3,male,0,0,8.05,S,old adult,Mr,True,0
1,2,female,1,2,65.0,S,young adult,Miss,False,3
0,3,male,1,1,14.4,S,old adult,Mr,False,2
0,3,female,1,0,16.1,S,young adult,Mrs,False,1
1,2,female,2,1,39.0,S,retirement,Miss,False,3
0,2,male,0,0,10.5,S,young adult,Mr,True,0
0,3,male,1,0,14.4542,C,middle adult,Mr,False,1
1,1,male,1,0,52.5542,S,old adult,Mr,False,1
1,3,male,1,1,15.7417,C,teenager,Mr,False,2
0,3,male,0,0,7.8542,S,teenager,Mr,True,0
0,3,male,0,0,16.1,S,teenager,Mr,True,0
0,1,male,0,0,32.3208,S,retirement,Mr,True,0
0,2,male,0,0,12.35,Q,retirement,Other,True,0
1,1,female,0,0,77.9583,S,teenager,Miss,True,0
0,3,male,0,0,7.8958,S,young adult,Mr,True,0
0,3,male,0,0,7.7333,Q,retirement,Mr,True,0
1,1,male,0,0,30.0,S,retirement,Mr,True,0
0,3,male,0,0,7.0542,S,retirement,Mr,True,0
1,1,male,0,0,30.5,C,old adult,Other,True,0
0,1,male,0,0,0.0,S,retirement,Mr,True,0
0,3,female,3,2,27.9,S,children,Miss,False,5
1,2,female,0,0,13.0,S,middle adult,Miss,True,0
0,3,male,0,0,7.925,S,old adult,Mr,True,0
0,2,male,1,1,26.25,S,old adult,Mr,False,2
0,3,female,0,5,39.6875,S,old adult,Mrs,False,5
0,3,male,1,0,16.1,S,retirement,Mr,False,1
0,3,male,0,0,7.8542,S,teenager,Mr,True,0
1,1,female,0,0,69.3,C,young adult,Other,True,0
0,3,female,3,2,27.9,S,retirement,Miss,False,5
1,3,male,0,0,56.4958,S,retirement,Mr,True,0
1,3,female,2,1,19.2583,C,retirement,Miss,False,3
1,1,male,1,0,76.7292,C,retirement,Mr,False,1
0,3,male,0,0,7.8958,S,teenager,Mr,True,0
1,1,male,0,0,35.5,C,retirement,Other,True,0
0,3,male,0,0,7.55,S,retirement,Mr,True,0
1,3,female,0,0,7.55,S,young adult,Miss,True,0
0,3,male,0,0,7.8958,S,retirement,Mr,True,0
1,2,female,0,1,23.0,S,teenager,Miss,False,1
0,3,male,0,0,8.4333,S,teenager,Mr,True,0
1,3,female,0,0,7.8292,Q,retirement,Miss,True,0
0,3,female,0,0,6.75,Q,teenager,Miss,True,0
0,2,male,2,0,73.5,S,young adult,Mr,False,2
0,3,male,0,0,7.8958,S,retirement,Mr,True,0
0,3,female,1,1,15.5,Q,old adult,Mrs,False,2
0,2,male,0,0,13.0,S,young adult,Mr,True,0
0,1,male,0,2,113.275,C,retirement,Mr,False,2
1,1,male,2,0,133.65,S,retirement,Other,False,2
0,3,male,0,0,7.225,C,old adult,Mr,True,0
0,1,male,0,0,25.5875,S,old adult,Mr,True,0
0,3,male,0,0,7.4958,S,old adult,Mr,True,0
1,3,male,1,0,7.925,S,teenager,Mr,False,1
0,2,male,2,0,73.5,S,old adult,Mr,False,2
0,2,male,0,0,13.0,S,young adult,Mr,True,0
0,3,male,0,0,7.775,S,retirement,Mr,True,0
0,3,male,0,0,8.05,S,old adult,Mr,True,0
1,1,female,1,0,52.0,S,retirement,Mrs,False,1
1,2,female,1,1,39.0,S,old adult,Mrs,False,2
0,1,male,1,0,52.0,S,old adult,Mr,False,1
0,2,male,0,0,10.5,S,retirement,Mr,True,0
1,2,male,0,0,13.0,S,old adult,Mr,True,0
0,2,male,0,0,0.0,S,retirement,Mr,True,0
0,3,male,0,0,7.775,S,teenager,Mr,True,0
0,3,male,0,0,8.05,S,young adult,Mr,True,0
1,3,female,0,0,9.8417,S,teenager,Miss,True,0
0,3,female,1,6,46.9,S,old adult,Mrs,False,7
1,1,male,0,1,512.3292,C,old adult,Mr,False,1
0,3,female,0,0,8.1375,Q,retirement,Miss,True,0
1,1,male,0,0,76.7292,C,middle adult,Mr,True,0
0,3,male,0,0,9.225,S,teenager,Mr,True,0
0,3,male,5,2,46.9,S,children,Mr,False,7
0,2,male,1,1,39.0,S,retirement,Mr,False,2
0,2,male,1,2,41.5792,C,young adult,Mr,False,3
0,3,male,4,1,39.6875,S,children,Mr,False,5
0,3,male,0,0,10.1708,S,teenager,Mr,True,0
0,3,male,0,0,7.7958,S,teenager,Mr,True,0
1,1,female,0,1,211.3375,S,children,Miss,False,1
1,1,male,1,0,57.0,S,old adult,Mr,False,1
1,3,female,0,1,13.4167,C,retirement,Miss,False,1
1,3,male,0,0,56.4958,S,retirement,Mr,True,0
0,3,male,0,0,7.225,C,young adult,Mr,True,0
0,1,male,0,0,26.55,S,retirement,Other,True,0
0,2,male,0,0,13.5,S,retirement,Mr,True,0
0,3,male,0,0,8.05,S,old adult,Mr,True,0
1,3,female,0,0,7.7333,Q,retirement,Miss,True,0
0,1,male,1,1,110.8833,C,retirement,Mr,False,2
0,3,male,0,0,7.65,S,old adult,Mr,True,0
1,1,female,1,0,227.525,C,teenager,Mrs,False,1
1,1,male,0,0,26.2875,S,old adult,Mr,True,0
0,3,female,0,1,14.4542,C,teenager,Miss,False,1
0,3,male,0,0,7.7417,Q,young adult,Mr,True,0
0,3,male,1,0,7.8542,S,young adult,Mr,False,1
0,2,male,0,0,26.0,S,old adult,Mr,True,0
1,2,female,0,0,13.5,S,old adult,Mrs,True,0
1,1,male,0,0,26.2875,S,old adult,Mr,True,0
1,1,female,0,0,151.55,S,young adult,Miss,True,0
1,3,male,1,1,15.2458,C,retirement,Master,False,2
1,1,female,0,0,49.5042,C,young adult,Other,True,0
0,1,male,0,0,26.55,S,retirement,Mr,True,0
1,1,male,1,0,52.0,S,retirement,Mr,False,1
0,3,male,0,0,9.4833,S,middle adult,Mr,True,0
0,2,male,0,0,13.0,S,retirement,Mr,True,0
0,3,male,0,0,7.65,S,teenager,Mr,True,0
1,1,female,0,0,227.525,C,old adult,Miss,True,0
1,2,female,0,0,10.5,S,middle adult,Miss,True,0
0,3,male,0,0,15.5,Q,retirement,Mr,True,0
0,3,male,0,0,7.775,S,old adult,Mr,True,0
1,2,female,0,1,33.0,S,retirement,Miss,False,1
0,3,male,1,0,7.0542,S,children,Mr,False,1
0,2,male,0,0,13.0,S,old adult,Mr,True,0
0,2,male,0,0,13.0,S,retirement,Mr,True,0
1,1,male,1,0,53.1,S,middle adult,Mr,False,1
0,3,male,0,0,8.6625,S,teenager,Mr,True,0
1,2,female,3,0,21.0,S,middle adult,Mrs,False,3
1,3,female,0,0,7.7375,Q,retirement,Miss,True,0
0,2,male,1,0,26.0,S,young adult,Mr,False,1
0,3,female,1,0,7.925,S,young adult,Miss,False,1
1,1,female,0,0,211.3375,S,middle adult,Miss,True,0
0,3,male,0,0,18.7875,C,children,Mr,True,0
0,2,male,0,0,0.0,S,retirement,Mr,True,0
0,2,male,0,0,13.0,S,young adult,Mr,True,0
0,2,male,0,0,13.0,S,young adult,Mr,True,0
0,3,male,0,0,16.1,S,middle adult,Mr,True,0
0,3,female,1,3,34.375,S,retirement,Mrs,False,4
1,1,male,0,0,512.3292,C,old adult,Mr,True,0
0,3,male,0,0,7.8958,S,retirement,Mr,True,0
0,3,male,0,0,7.8958,S,retirement,Mr,True,0
1,1,male,0,0,30.0,S,retirement,Mr,True,0
0,1,male,1,0,78.85,S,old adult,Mr,False,1
1,1,female,2,2,262.375,C,teenager,Miss,False,4
0,3,male,1,0,16.1,S,young adult,Mr,False,1
1,3,male,0,0,7.925,S,old adult,Mr,True,0
0,1,male,1,1,71.0,S,retirement,Other,False,2
0,3,male,1,1,20.25,S,children,Mr,False,2
1,2,female,0,0,13.0,S,middle adult,Miss,True,0
0,1,male,1,0,53.1,S,teenager,Mr,False,1
0,3,male,0,0,7.75,Q,old adult,Mr,True,0
1,2,female,1,1,23.0,S,retirement,Miss,False,2
1,3,male,0,1,12.475,S,retirement,Master,False,1
0,3,male,0,0,9.5,S,old adult,Mr,True,0
0,3,male,0,0,7.8958,S,young adult,Mr,True,0
1,2,female,1,2,65.0,S,retirement,Mrs,False,3
1,2,male,1,1,14.5,S,retirement,Master,False,2
0,3,male,0,0,7.7958,S,middle adult,Mr,True,0
0,2,male,0,0,11.5,S,teenager,Mr,True,0
0,3,male,0,0,8.05,S,old adult,Mr,True,0
1,1,female,0,0,86.5,S,old adult,Other,True,0
0,3,male,0,0,14.5,S,retirement,Mr,True,0
0,3,male,0,0,7.125,S,old adult,Mr,True,0
1,3,male,0,0,7.2292,C,teenager,Mr,True,0
1,1,female,1,2,120.0,S,old adult,Mrs,False,3
0,3,male,0,0,7.775,S,children,Mr,True,0
1,1,female,1,0,77.9583,S,retirement,Mrs,False,1
0,1,male,0,0,39.6,C,retirement,Other,True,0
0,3,female,0,0,7.75,Q,middle adult,Miss,True,0
0,3,male,1,0,24.15,Q,retirement,Mr,False,1
0,3,male,0,0,8.3625,S,old adult,Mr,True,0
0,3,male,0,0,9.5,S,young adult,Mr,True,0
0,3,male,0,0,7.8542,S,retirement,Mr,True,0
0,2,female,0,0,10.5,S,retirement,Mrs,True,0
0,3,male,0,0,7.225,C,retirement,Mr,True,0
1,2,female,1,3,23.0,S,retirement,Mrs,False,4
0,3,male,0,0,7.75,S,teenager,Mr,True,0
0,3,male,0,0,7.75,Q,retirement,Mr,True,0
1,3,female,0,0,12.475,S,retirement,Miss,True,0
0,3,male,0,0,7.7375,Q,retirement,Mr,True,0
1,1,female,0,1,211.3375,S,old adult,Mrs,False,1
1,3,female,0,0,7.2292,C,children,Miss,True,0
1,1,female,1,0,57.0,S,children,Mrs,False,1
0,1,male,0,0,30.0,S,middle adult,Mr,True,0
0,3,male,1,2,23.45,S,retirement,Mr,False,3
0,3,male,0,0,7.05,S,young adult,Mr,True,0
0,3,male,0,0,7.25,S,young adult,Mr,True,0
1,3,female,0,0,7.4958,S,teenager,Miss,True,0
0,3,male,4,1,29.125,Q,children,Master,False,5
1,3,male,1,2,20.575,S,retirement,Master,False,3
0,1,male,0,0,79.2,C,old adult,Mr,True,0
0,3,male,0,0,7.75,Q,retirement,Mr,True,0
0,2,male,0,0,26.0,S,children,Mr,True,0
0,3,female,8,2,69.55,S,retirement,Miss,False,10
0,1,male,0,0,30.6958,C,retirement,Mr,True,0
0,3,male,0,0,7.8958,S,young adult,Mr,True,0
0,2,male,0,0,13.0,S,old adult,Mr,True,0
1,1,female,0,0,25.9292,S,retirement,Other,True,0
1,3,female,0,0,8.6833,S,old adult,Mrs,True,0
0,3,male,0,0,7.2292,C,middle adult,Mr,True,0
0,3,female,1,1,24.15,S,middle adult,Mrs,False,2
0,2,male,0,0,13.0,S,old adult,Mr,True,0
1,2,female,1,1,26.25,S,old adult,Mrs,False,2
1,1,male,1,2,120.0,S,children,Master,False,3
1,3,male,0,1,8.5167,C,retirement,Master,False,1
1,3,male,0,0,6.975,S,middle adult,Mr,True,0
0,3,male,0,0,7.775,S,old adult,Mr,True,0
0,1,male,0,0,0.0,S,old adult,Mr,True,0
0,3,female,0,0,7.775,S,teenager,Miss,True,0
0,2,male,0,0,13.0,S,old adult,Mr,True,0
1,1,female,1,0,53.1,S,old adult,Mrs,False,1
0,3,male,0,0,7.8875,S,young adult,Mr,True,0
0,3,male,0,0,24.15,S,old adult,Mr,True,0
0,2,male,0,0,10.5,S,old adult,Mr,True,0
0,3,female,4,2,31.275,S,retirement,Miss,False,6
0,3,male,0,0,8.05,S,middle adult,Mr,True,0
0,1,male,0,0,0.0,S,retirement,Mr,True,0
0,3,female,0,0,7.925,S,young adult,Miss,True,0
0,2,male,1,1,37.0042,C,old adult,Mr,False,2
0,3,male,0,0,6.45,S,old adult,Mr,True,0
0,3,male,3,2,27.9,S,children,Master,False,5
1,1,female,1,1,93.5,S,retirement,Mrs,False,2
1,3,male,0,0,8.6625,S,middle adult,Mr,True,0
0,1,male,0,0,0.0,S,old adult,Other,True,0
1,3,female,0,1,12.475,S,middle adult,Mrs,False,1
0,3,male,4,1,39.6875,S,retirement,Master,False,5
0,3,male,0,0,6.95,Q,retirement,Mr,True,0
0,3,male,0,0,56.4958,S,retirement,Mr,True,0
1,2,male,0,2,37.0042,C,retirement,Master,False,2
1,3,male,0,0,7.75,Q,retirement,Mr,True,0
1,1,female,0,0,80.0,,retirement,Mrs,True,0
1,3,female,1,0,14.4542,C,children,Mrs,False,1
1,2,male,1,1,18.75,S,retirement,Master,False,2
0,3,male,0,0,7.2292,C,retirement,Mr,True,0
0,3,male,0,0,7.8542,S,young adult,Mr,True,0
0,3,male,0,0,8.3,S,teenager,Mr,True,0
1,1,female,1,1,83.1583,C,old adult,Miss,False,2
0,3,male,0,0,8.6625,S,teenager,Mr,True,0
0,3,male,0,0,8.05,S,retirement,Mr,True,0
1,3,male,0,0,56.4958,S,old adult,Mr,True,0
1,1,male,0,0,29.7,C,retirement,Mr,True,0
0,3,male,0,0,7.925,S,teenager,Mr,True,0
0,2,male,0,0,10.5,S,children,Mr,True,0
1,1,female,0,0,31.0,C,middle adult,Miss,True,0
0,3,male,0,0,6.4375,C,old adult,Mr,True,0
0,3,male,0,0,8.6625,S,children,Mr,True,0
0,3,male,0,0,7.55,S,old adult,Mr,True,0
0,3,male,8,2,69.55,S,retirement,Mr,False,10
0,3,male,0,0,7.8958,C,old adult,Mr,True,0
0,2,male,0,1,33.0,S,middle adult,Other,False,1
1,1,female,1,0,89.1042,C,retirement,Mrs,False,1
0,3,male,4,2,31.275,S,retirement,Master,False,6
0,3,male,0,0,7.775,S,retirement,Mr,True,0
0,3,female,1,1,15.2458,C,children,Miss,False,2
1,1,female,0,1,39.4,S,children,Miss,False,1
0,2,female,1,0,26.0,S,old adult,Mrs,False,1
1,3,female,0,1,9.35,S,teenager,Mrs,False,1
1,1,female,1,1,164.8667,S,old adult,Mrs,False,2
1,1,male,0,0,26.55,S,retirement,Mr,True,0
1,3,female,0,3,19.2583,C,young adult,Mrs,False,3
0,3,male,0,0,7.2292,C,retirement,Mr,True,0
0,3,male,2,0,14.1083,S,old adult,Mr,False,2
0,2,male,1,0,11.5,S,teenager,Mr,False,1
1,1,female,0,0,25.9292,S,retirement,Mrs,True,0
0,3,female,8,2,69.55,S,retirement,Miss,False,10
0,2,male,0,0,13.0,S,young adult,Mr,True,0
1,2,female,0,0,13.0,S,old adult,Mrs,True,0
1,2,female,1,0,13.8583,C,middle adult,Miss,False,1
0,1,male,0,0,50.4958,S,old adult,Mr,True,0
0,3,male,0,0,9.5,S,retirement,Mr,True,0
1,3,male,1,1,11.1333,S,retirement,Master,False,2
0,3,male,0,0,7.8958,S,young adult,Mr,True,0
1,1,female,1,1,52.5542,S,old adult,Mrs,False,2
0,1,male,0,0,5.0,S,old adult,Mr,True,0
0,3,male,0,0,9.0,S,old adult,Mr,True,0
1,2,female,1,0,24.0,C,middle adult,Mrs,False,1
1,3,female,0,0,7.225,C,children,Miss,True,0
0,3,male,0,0,9.8458,S,teenager,Mr,True,0
0,3,male,0,0,7.8958,S,teenager,Mr,True,0
0,3,male,0,0,7.8958,S,retirement,Mr,True,0
1,1,female,0,1,83.1583,C,retirement,Mrs,False,1
1,2,female,0,1,26.0,S,young adult,Mrs,False,1
0,3,male,0,0,7.8958,S,old adult,Mr,True,0
0,3,female,0,0,10.5167,S,young adult,Miss,True,0
0,2,male,0,0,10.5,S,middle adult,Mr,True,0
0,3,male,0,0,7.05,S,young adult,Mr,True,0
0,3,female,0,5,29.125,Q,old adult,Mrs,False,5
0,2,male,0,0,13.0,S,middle adult,Other,True,0
1,1,female,0,0,30.0,S,teenager,Miss,True,0
0,3,female,1,2,23.45,S,retirement,Miss,False,3
1,1,male,0,0,30.0,C,young adult,Mr,True,0
0,3,male,0,0,7.75,Q,old adult,Mr,True,0
